Year,Area,Cancer Type,Age-Adjusted Rate,Case Count,Population
2008,Louisiana,All Types of Cancer,503.5,23055,4435586
2008,Maine,All Types of Cancer,514.8,8506,1330509
2008,Maryland,All Types of Cancer,484.6,28591,5684965
2008,Massachusetts,All Types of Cancer,522.9,37808,6468967
2008,Michigan,All Types of Cancer,490.8,53689,9946889
2008,Minnesota,All Types of Cancer,489.9,27068,5247018
2008,Mississippi,All Types of Cancer,500.7,15398,2947806
2008,Missouri,All Types of Cancer,475.9,31318,5923916
2008,Montana,All Types of Cancer,474.2,5447,976415
2008,Nebraska,All Types of Cancer,485.7,9454,1796378
2008,Nevada,All Types of Cancer,464.8,12143,2653630
2008,New Hampshire,All Types of Cancer,527.2,7754,1315906
2008,New Jersey,All Types of Cancer,517,49488,8711090
2008,New Mexico,All Types of Cancer,422.2,9060,2010662
2008,New York,All Types of Cancer,517.5,108710,19212436
2008,North Carolina,All Types of Cancer,491.2,48448,9309449
2008,North Dakota,All Types of Cancer,471.1,3553,657569
2008,Ohio,All Types of Cancer,490.1,63408,11515391
2008,Oklahoma,All Types of Cancer,476.3,18918,3668976
2008,Oregon,All Types of Cancer,484.2,20451,3768748
2008,Pennsylvania,All Types of Cancer,513.3,77746,12612285
2008,Puerto Rico,All Types of Cancer,331.5,13480,3760866
2008,Rhode Island,All Types of Cancer,531.6,6421,1055003
2008,South Carolina,All Types of Cancer,479.1,23788,4528996
2008,South Dakota,All Types of Cancer,462,4156,799124
2008,Tennessee,All Types of Cancer,486.9,33152,6247411
2008,Texas,All Types of Cancer,457.6,100320,24309039
2008,United States,All Types of Cancer,484.4,1562147,304093966
2008,Utah,All Types of Cancer,422.7,8880,2663029
2008,Vermont,All Types of Cancer,481.4,3548,624151
2008,Virginia,All Types of Cancer,464.1,37482,7833496
2008,Washington,All Types of Cancer,494.5,33430,6562231
2008,West Virginia,All Types of Cancer,496.7,11408,1840310
2008,Wisconsin,All Types of Cancer,485.6,30159,5640996
2008,Wyoming,All Types of Cancer,439.3,2546,546043
2009,Alabama,All Types of Cancer,478.3,25366,4757938
2009,Alaska,All Types of Cancer,475.4,2728,698895
2009,Arizona,All Types of Cancer,424.6,28910,6343154
2009,Arkansas,All Types of Cancer,458.7,15097,2896843
2009,California,All Types of Cancer,448.7,161397,36961229
2009,Colorado,All Types of Cancer,447.2,21727,4972195
2009,Connecticut,All Types of Cancer,519.3,21276,3561807
2009,Delaware,All Types of Cancer,522.9,5340,891730
2009,District of Columbia,All Types of Cancer,498.4,2904,592228
2009,Florida,All Types of Cancer,476.9,113587,18652644
2009,Georgia,All Types of Cancer,484.4,44058,9620846
2009,Hawaii,All Types of Cancer,441.2,6807,1346717
2009,Idaho,All Types of Cancer,469.9,7405,1554439
2009,Illinois,All Types of Cancer,501.2,67002,12796778
2009,Indiana,All Types of Cancer,475.1,32815,6459325
2009,Iowa,All Types of Cancer,498.9,17661,3032870
2009,Kansas,All Types of Cancer,478.1,14557,2832704
2009,Kentucky,All Types of Cancer,524.8,24992,4317074
2009,Louisiana,All Types of Cancer,506.9,23785,4491648
2009,Maine,All Types of Cancer,501.6,8402,1329590
2009,Maryland,All Types of Cancer,472.3,28651,5730388
2009,Massachusetts,All Types of Cancer,511.9,37650,6517613
2009,Michigan,All Types of Cancer,487.3,54181,9901591
2009,Minnesota,All Types of Cancer,478.7,27006,5281203
2009,Mississippi,All Types of Cancer,485.3,15132,2958774
2009,Missouri,All Types of Cancer,484.3,32431,5961088
2009,Montana,All Types of Cancer,482.3,5676,983982
2009,Nebraska,All Types of Cancer,459.5,9068,1812683
2009,Nevada,All Types of Cancer,463.5,12473,2684665
2009,New Hampshire,All Types of Cancer,514.6,7741,1316102
2009,New Jersey,All Types of Cancer,516.2,50130,8755602
2009,New Mexico,All Types of Cancer,413.7,9118,2036802
2009,New York,All Types of Cancer,513.4,109422,19307066
2009,North Carolina,All Types of Cancer,499.5,50506,9449566
2009,North Dakota,All Types of Cancer,461.7,3508,664968
2009,Ohio,All Types of Cancer,489.4,64108,11528896
2009,Oklahoma,All Types of Cancer,470.4,19065,3717572
2009,Oregon,All Types of Cancer,463.5,19996,3808600
2009,Pennsylvania,All Types of Cancer,510.8,78209,12666858
2009,Puerto Rico,All Types of Cancer,336.6,13945,3740410
2009,Rhode Island,All Types of Cancer,523.8,6380,1053646
2009,South Carolina,All Types of Cancer,474.3,24144,4589872
2009,South Dakota,All Types of Cancer,472.6,4312,807067
2009,Tennessee,All Types of Cancer,493.6,34278,6306019
2009,Texas,All Types of Cancer,449.9,101745,24801761
2009,United States,All Types of Cancer,480.1,1580524,306771529
2009,Utah,All Types of Cancer,422,9155,2723421
2009,Vermont,All Types of Cancer,500.7,3736,624817
2009,Virginia,All Types of Cancer,460,38071,7925937
2009,Washington,All Types of Cancer,494,34404,6667426
2009,West Virginia,All Types of Cancer,494.1,11486,1847775
2009,Wisconsin,All Types of Cancer,481,30383,5669264
2009,Wyoming,All Types of Cancer,428.3,2543,559851
2010,Alabama,All Types of Cancer,468.2,25394,4785514
2010,Alaska,All Types of Cancer,475.4,2847,713982
2010,Arizona,All Types of Cancer,409.7,28655,6407342
2010,Arkansas,All Types of Cancer,457.6,15325,2921998
2010,California,All Types of Cancer,441.2,162719,37319550
2010,Colorado,All Types of Cancer,430.9,21529,5047539
2010,Connecticut,All Types of Cancer,505.4,21016,3579173
2010,Delaware,All Types of Cancer,512.9,5337,899647
2010,District of Columbia,All Types of Cancer,504.5,2997,605282
2010,Florida,All Types of Cancer,470.9,114689,18846143
2010,Georgia,All Types of Cancer,464,43537,9712209
2010,Hawaii,All Types of Cancer,426.8,6750,1364004
2010,Idaho,All Types of Cancer,461.2,7482,1570819
2010,Illinois,All Types of Cancer,483.8,65744,12840545
2010,Indiana,All Types of Cancer,469.5,32964,6490555
2010,Iowa,All Types of Cancer,491.6,17603,3050819
2010,Kansas,All Types of Cancer,472.2,14555,2858266
2010,Kentucky,All Types of Cancer,528.4,25568,4348464
2010,Louisiana,All Types of Cancer,499.6,23877,4544635
2010,Maine,All Types of Cancer,496.8,8440,1327651
2010,Maryland,All Types of Cancer,470.4,29022,5788784
2010,Massachusetts,All Types of Cancer,479.7,35844,6566440
2010,Michigan,All Types of Cancer,491,55365,9877597
2010,Minnesota,All Types of Cancer,474.8,27230,5310934
2010,Mississippi,All Types of Cancer,488.8,15560,2970615
2010,Missouri,All Types of Cancer,465.9,31714,5996089
2010,Montana,All Types of Cancer,479.2,5707,990730
2010,Nebraska,All Types of Cancer,469.2,9425,1829591
2010,Nevada,All Types of Cancer,437.2,12040,2702483
2010,New Hampshire,All Types of Cancer,508.2,7841,1316807
2010,New Jersey,All Types of Cancer,503.1,49655,8799451
2010,New Mexico,All Types of Cancer,400.7,9094,2064614
2010,New York,All Types of Cancer,496.3,107284,19399956
2010,North Carolina,All Types of Cancer,486.7,50546,9574586
2010,North Dakota,All Types of Cancer,465.5,3609,674752
2010,Ohio,All Types of Cancer,467.2,62150,11539449
2010,Oklahoma,All Types of Cancer,455.4,18769,3760014
2010,Oregon,All Types of Cancer,451.3,19879,3837614
2010,Pennsylvania,All Types of Cancer,508,78736,12711406
2010,Puerto Rico,All Types of Cancer,347.2,14635,3721525
2010,Rhode Island,All Types of Cancer,494.7,6083,1053994
2010,South Carolina,All Types of Cancer,478.6,24987,4635846
2010,South Dakota,All Types of Cancer,457,4254,816193
2010,Tennessee,All Types of Cancer,481.6,34195,6355518
2010,Texas,All Types of Cancer,433.3,100768,25241897
2010,United States,All Types of Cancer,469.1,1576251,309327143
2010,Utah,All Types of Cancer,427,9553,2775413
2010,Vermont,All Types of Cancer,485.9,3693,625886
2010,Virginia,All Types of Cancer,431.9,36677,8024004
2010,Washington,All Types of Cancer,485.2,34696,6743009
2010,West Virginia,All Types of Cancer,483.8,11371,1854265
2010,Wisconsin,All Types of Cancer,479.9,30813,5690538
2010,Wyoming,All Types of Cancer,435.1,2663,564531
2011,Alabama,All Types of Cancer,459.8,25304,4799642
2011,Alaska,All Types of Cancer,452.7,2793,722349
2011,Arizona,All Types of Cancer,410.6,29516,6473416
2011,Arkansas,All Types of Cancer,449.6,15298,2941038
2011,California,All Types of Cancer,431.5,163004,37636311
2011,Colorado,All Types of Cancer,426.1,21902,5121900
2011,Connecticut,All Types of Cancer,497.6,20998,3588632
2011,Delaware,All Types of Cancer,517.5,5531,907590
2011,District of Columbia,All Types of Cancer,527.5,3207,620290
2011,Florida,All Types of Cancer,486.6,121221,19055607
2011,Georgia,All Types of Cancer,473.4,45406,9803630
2011,Hawaii,All Types of Cancer,422.4,6822,1379562
2011,Idaho,All Types of Cancer,459,7619,1584272
2011,Illinois,All Types of Cancer,485.8,67119,12867783
2011,Indiana,All Types of Cancer,469.4,33527,6517250
2011,Iowa,All Types of Cancer,487.2,17638,3066772
2011,Kansas,All Types of Cancer,480.1,14976,2869677
2011,Kentucky,All Types of Cancer,524.5,25821,4370817
2011,Louisiana,All Types of Cancer,499.4,24393,4576244
2011,Maine,All Types of Cancer,488.8,8419,1328473
2011,Maryland,All Types of Cancer,463,29306,5840241
2011,Massachusetts,All Types of Cancer,490.9,37333,6614218
2011,Michigan,All Types of Cancer,488.5,56030,9883053
2011,Minnesota,All Types of Cancer,480.5,28143,5346620
2011,Mississippi,All Types of Cancer,479.4,15525,2979147
2011,Missouri,All Types of Cancer,474.1,32761,6011182
2011,Montana,All Types of Cancer,479.4,5842,997518
2011,Nebraska,All Types of Cancer,465.5,9446,1840914
2011,Nevada,All Types of Cancer,436.5,12369,2713114
2011,New Hampshire,All Types of Cancer,518.5,8116,1320444
2011,New Jersey,All Types of Cancer,506.8,50673,8828552
2011,New Mexico,All Types of Cancer,386.6,8973,2080707
2011,New York,All Types of Cancer,507.1,111405,19499921
2011,North Carolina,All Types of Cancer,485.1,51661,9658913
2011,North Dakota,All Types of Cancer,475.4,3762,685526
2011,Ohio,All Types of Cancer,474.6,63913,11545735
2011,Oklahoma,All Types of Cancer,454.7,19033,3788824
2011,Oregon,All Types of Cancer,463.6,20861,3872672
2011,Pennsylvania,All Types of Cancer,513.3,80454,12747052
2011,Puerto Rico,All Types of Cancer,360.2,15383,3678732
2011,Rhode Island,All Types of Cancer,502.1,6229,1053829
2011,South Carolina,All Types of Cancer,471.4,25202,4672655
2011,South Dakota,All Types of Cancer,482.9,4561,823740
2011,Tennessee,All Types of Cancer,478.5,34788,6400298
2011,Texas,All Types of Cancer,425.9,102228,25645504
2011,United States,All Types of Cancer,470.3,1612082,311583481
2011,Utah,All Types of Cancer,427.5,9799,2814797
2011,Vermont,All Types of Cancer,478.1,3689,627197
2011,Virginia,All Types of Cancer,433.4,37637,8102437
2011,Washington,All Types of Cancer,483,35329,6827479
2011,West Virginia,All Types of Cancer,498.3,11852,1856606
2011,Wisconsin,All Types of Cancer,488.5,31940,5705840
2011,Wyoming,All Types of Cancer,439.3,2708,567491
2012,Alabama,All Types of Cancer,457.3,25563,4816632
2012,Alaska,All Types of Cancer,431.4,2773,730810
2012,Arizona,All Types of Cancer,395.9,29305,6556344
2012,Arkansas,All Types of Cancer,457,15743,2952876
2012,California,All Types of Cancer,422.3,163403,37944551
2012,Colorado,All Types of Cancer,415.2,22111,5193660
2012,Connecticut,All Types of Cancer,490.1,20999,3595211
2012,Delaware,All Types of Cancer,505.2,5555,915518
2012,District of Columbia,All Types of Cancer,495.4,3100,635737
2012,Florida,All Types of Cancer,464.9,118725,19302016
2012,Georgia,All Types of Cancer,472.1,46820,9903580
2012,Hawaii,All Types of Cancer,416.8,6885,1395199
2012,Idaho,All Types of Cancer,448.4,7629,1595910
2012,Illinois,All Types of Cancer,469.9,66101,12883029
2012,Indiana,All Types of Cancer,464.5,33700,6538989
2012,Iowa,All Types of Cancer,472.8,17344,3076844
2012,Kansas,All Types of Cancer,470.9,14943,2886024
2012,Kentucky,All Types of Cancer,526.2,26412,4387865
2012,Louisiana,All Types of Cancer,490.9,24458,4602067
2012,Maine,All Types of Cancer,484.7,8579,1328094
2012,Maryland,All Types of Cancer,451.4,29235,5888375
2012,Massachusetts,All Types of Cancer,474.4,36720,6664269
2012,Michigan,All Types of Cancer,464.4,54158,9898289
2012,Minnesota,All Types of Cancer,468.9,28149,5377500
2012,Mississippi,All Types of Cancer,472.9,15583,2984599
2012,Missouri,All Types of Cancer,467.5,32841,6026027
2012,Montana,All Types of Cancer,452.7,5632,1004168
2012,Nebraska,All Types of Cancer,449.7,9312,1853691
2012,Nevada,All Types of Cancer,412.7,12149,2744670
2012,New Hampshire,All Types of Cancer,493.7,7907,1324677
2012,New Jersey,All Types of Cancer,493.4,50205,8845671
2012,New Mexico,All Types of Cancer,381,8961,2087715
2012,New York,All Types of Cancer,486.5,108571,19574362
2012,North Carolina,All Types of Cancer,469.1,51220,9751810
2012,North Dakota,All Types of Cancer,472.7,3769,702227
2012,Ohio,All Types of Cancer,458.6,62656,11550971
2012,Oklahoma,All Types of Cancer,454.9,19300,3819320
2012,Oregon,All Types of Cancer,442.6,20435,3900102
2012,Pennsylvania,All Types of Cancer,490.9,77885,12769123
2012,Puerto Rico,All Types of Cancer,363.7,15683,3634488
2012,Rhode Island,All Types of Cancer,503.2,6375,1054893
2012,South Carolina,All Types of Cancer,468.4,25896,4719027
2012,South Dakota,All Types of Cancer,458.9,4392,833859
2012,Tennessee,All Types of Cancer,471.5,34926,6455752
2012,Texas,All Types of Cancer,421.4,104139,26084120
2012,United States,All Types of Cancer,457.5,1602305,313877662
2012,Utah,All Types of Cancer,414.1,9796,2854146
2012,Vermont,All Types of Cancer,465.1,3667,626361
2012,Virginia,All Types of Cancer,421.3,37420,8187456
2012,Washington,All Types of Cancer,470,35309,6898599
2012,West Virginia,All Types of Cancer,483.1,11619,1857446
2012,Wisconsin,All Types of Cancer,471.5,31381,5720825
2012,Wyoming,All Types of Cancer,401.1,2549,576656
2013,Alabama,All Types of Cancer,451.3,25707,4831586
2013,Alaska,All Types of Cancer,431.3,2797,737626
2013,Arizona,All Types of Cancer,396.5,30293,6634690
2013,Arkansas,All Types of Cancer,467.5,16319,2960459
2013,California,All Types of Cancer,415.7,164911,38253768
2013,Colorado,All Types of Cancer,410.3,22497,5270774
2013,Connecticut,All Types of Cancer,484.3,21049,3595792
2013,Delaware,All Types of Cancer,516.2,5838,924062
2013,District of Columbia,All Types of Cancer,457.3,2889,651559
2013,Florida,All Types of Cancer,480.8,126000,19551678
2013,Georgia,All Types of Cancer,463.6,47288,9975592
2013,Hawaii,All Types of Cancer,424.4,7147,1408822
2013,Idaho,All Types of Cancer,432.5,7552,1612053
2013,Illinois,All Types of Cancer,466.2,66699,12895778
2013,Indiana,All Types of Cancer,463.9,34233,6570575
2013,Iowa,All Types of Cancer,468.8,17373,3093935
2013,Kansas,All Types of Cancer,457.8,14766,2894306
2013,Kentucky,All Types of Cancer,522.5,26614,4406906
2013,Louisiana,All Types of Cancer,482.7,24523,4626040
2013,Maine,All Types of Cancer,472.8,8519,1328543
2013,Maryland,All Types of Cancer,464.2,30640,5925197
2013,Massachusetts,All Types of Cancer,462.2,36509,6715158
2013,Michigan,All Types of Cancer,453.6,53693,9914802
2013,Minnesota,All Types of Cancer,460.9,28235,5414722
2013,Mississippi,All Types of Cancer,471.5,15831,2989839
2013,Missouri,All Types of Cancer,455.1,32509,6042989
2013,Montana,All Types of Cancer,452.9,5779,1014158
2013,Nebraska,All Types of Cancer,456.6,9562,1865813
2013,Nevada,All Types of Cancer,412.8,12524,2776956
2013,New Hampshire,All Types of Cancer,497.9,8201,1327272
2013,New Jersey,All Types of Cancer,496.4,51270,8857821
2013,New Mexico,All Types of Cancer,380.4,9122,2092833
2013,New York,All Types of Cancer,496,112333,19626488
2013,North Carolina,All Types of Cancer,474.3,53133,9846717
2013,North Dakota,All Types of Cancer,451.7,3653,723149
2013,Ohio,All Types of Cancer,464,64408,11579692
2013,Oklahoma,All Types of Cancer,452.7,19537,3853891
2013,Oregon,All Types of Cancer,452.6,21341,3924110
2013,Pennsylvania,All Types of Cancer,495.3,79444,12779538
2013,Puerto Rico,All Types of Cancer,367.8,16026,3593077
2013,Rhode Island,All Types of Cancer,499.9,6380,1055560
2013,South Carolina,All Types of Cancer,461.1,26161,4766469
2013,South Dakota,All Types of Cancer,472.1,4603,842751
2013,Tennessee,All Types of Cancer,466.4,35259,6496943
2013,Texas,All Types of Cancer,417.6,106127,26479646
2013,United States,All Types of Cancer,456.9,1633556,316059947
2013,Utah,All Types of Cancer,403.8,9836,2898773
2013,Vermont,All Types of Cancer,453.1,3630,626603
2013,Virginia,All Types of Cancer,428,39032,8255861
2013,Washington,All Types of Cancer,460.7,35536,6966252
2013,West Virginia,All Types of Cancer,482.8,11784,1854768
2013,Wisconsin,All Types of Cancer,471.9,31915,5738012
2013,Wyoming,All Types of Cancer,388.7,2555,582620
2014,Alabama,All Types of Cancer,444.5,25712,4843737
2014,Alaska,All Types of Cancer,431,2853,737075
2014,Arizona,All Types of Cancer,400.3,31514,6732873
2014,Arkansas,All Types of Cancer,471,16660,2968759
2014,California,All Types of Cancer,412.3,167786,38586706
2014,Colorado,All Types of Cancer,405.7,22923,5352637
2014,Connecticut,All Types of Cancer,476.5,20952,3595697
2014,Delaware,All Types of Cancer,497.3,5779,933131
2014,District of Columbia,All Types of Cancer,456.3,2981,663603
2014,Florida,All Types of Cancer,477.2,128187,19853880
2014,Georgia,All Types of Cancer,469,49178,10071204
2014,Hawaii,All Types of Cancer,410.6,7048,1415335
2014,Idaho,All Types of Cancer,442.7,7970,1632248
2014,Illinois,All Types of Cancer,469.8,68302,12885092
2014,Indiana,All Types of Cancer,467.1,34992,6596019
2014,Iowa,All Types of Cancer,485,18142,3110643
2014,Kansas,All Types of Cancer,455.5,14855,2901861
2014,Kentucky,All Types of Cancer,526.4,27234,4416992
2014,Louisiana,All Types of Cancer,485,25065,4645938
2014,Maine,All Types of Cancer,484.3,8868,1331217
2014,Maryland,All Types of Cancer,453.5,30668,5960064
2014,Massachusetts,All Types of Cancer,460.7,37015,6764864
2014,Michigan,All Types of Cancer,449.4,54087,9932033
2014,Minnesota,All Types of Cancer,460.6,28826,5452665
2014,Mississippi,All Types of Cancer,474.6,16154,2991892
2014,Missouri,All Types of Cancer,460.3,33397,6059130
2014,Montana,All Types of Cancer,450.2,5834,1022657
2014,Nebraska,All Types of Cancer,452,9652,1879955
2014,Nevada,All Types of Cancer,400.9,12586,2818935
2014,New Hampshire,All Types of Cancer,481.7,8140,1334257
2014,New Jersey,All Types of Cancer,487.3,51107,8867277
2014,New Mexico,All Types of Cancer,384.2,9342,2090236
2014,New York,All Types of Cancer,487.4,112176,19653431
2014,North Carolina,All Types of Cancer,473.9,54539,9937295
2014,North Dakota,All Types of Cancer,451,3704,738736
2014,Ohio,All Types of Cancer,466.4,65572,11606573
2014,Oklahoma,All Types of Cancer,457.2,20031,3879187
2014,Oregon,All Types of Cancer,448.7,21650,3965447
2014,Pennsylvania,All Types of Cancer,487,79069,12792392
2014,Puerto Rico,All Types of Cancer,360,15828,3534874
2014,Rhode Island,All Types of Cancer,496.6,6425,1056511
2014,South Carolina,All Types of Cancer,459.7,26769,4826858
2014,South Dakota,All Types of Cancer,471.1,4653,849670
2014,Tennessee,All Types of Cancer,458.3,35359,6544617
2014,Texas,All Types of Cancer,416.8,109104,26963092
2014,United States,All Types of Cancer,454.5,1659759,318386329
2014,Utah,All Types of Cancer,406.5,10209,2938327
2014,Vermont,All Types of Cancer,469.1,3814,625693
2014,Virginia,All Types of Cancer,425.3,39700,8315430
2014,Washington,All Types of Cancer,456.4,36123,7057531
2014,West Virginia,All Types of Cancer,478.5,11707,1850569
2014,Wisconsin,All Types of Cancer,473.8,32670,5753199
2014,Wyoming,All Types of Cancer,403.7,2676,583159
2015,Alabama,All Types of Cancer,456,26822,4854803
2015,Alaska,All Types of Cancer,426.8,2949,738430
2015,Arizona,All Types of Cancer,395.2,32129,6832810
2015,Arkansas,All Types of Cancer,482.4,17321,2979732
2015,California,All Types of Cancer,412.1,171557,38904296
2015,Colorado,All Types of Cancer,397.7,23263,5454328
2015,Connecticut,All Types of Cancer,477,21346,3588561
2015,Delaware,All Types of Cancer,501.4,5988,942065
2015,District of Columbia,All Types of Cancer,416.4,2784,677014
2015,Florida,All Types of Cancer,481.6,133043,20219111
2015,Georgia,All Types of Cancer,472.5,50935,10183353
2015,Hawaii,All Types of Cancer,414.6,7266,1422999
2015,Idaho,All Types of Cancer,453,8370,1652495
2015,Illinois,All Types of Cancer,473.7,69720,12859585
2015,Indiana,All Types of Cancer,473.9,36031,6611442
2015,Iowa,All Types of Cancer,485.1,18423,3122541
2015,Kansas,All Types of Cancer,468.6,15515,2910717
2015,Kentucky,All Types of Cancer,524.4,27575,4429126
2015,Louisiana,All Types of Cancer,483.7,25525,4666998
2015,Maine,All Types of Cancer,477.7,8871,1329098
2015,Maryland,All Types of Cancer,458.4,31578,5988528
2015,Massachusetts,All Types of Cancer,466.6,38152,6797484
2015,Michigan,All Types of Cancer,453.6,55377,9934483
2015,Minnesota,All Types of Cancer,482.8,30722,5484002
2015,Mississippi,All Types of Cancer,473.2,16306,2990231
2015,Missouri,All Types of Cancer,461,33815,6075411
2015,Montana,All Types of Cancer,470.9,6238,1031495
2015,Nebraska,All Types of Cancer,464.7,10020,1892059
2015,Nevada,All Types of Cancer,382.7,12461,2868531
2015,New Hampshire,All Types of Cancer,481.9,8263,1337480
2015,New Jersey,All Types of Cancer,493.5,52537,8870312
2015,New Mexico,All Types of Cancer,384.5,9539,2090071
2015,New York,All Types of Cancer,487.6,113760,19657321
2015,North Carolina,All Types of Cancer,479.6,56560,10037218
2015,North Dakota,All Types of Cancer,456.6,3823,755537
2015,Ohio,All Types of Cancer,476.7,67756,11622315
2015,Oklahoma,All Types of Cancer,460.9,20574,3910518
2015,Oregon,All Types of Cancer,446.6,22125,4018542
2015,Pennsylvania,All Types of Cancer,491.4,80657,12789838
2015,Puerto Rico,All Types of Cancer,372.6,16527,3473232
2015,Rhode Island,All Types of Cancer,485.7,6331,1056886
2015,South Carolina,All Types of Cancer,470.4,28284,4896006
2015,South Dakota,All Types of Cancer,451,4543,854663
2015,Tennessee,All Types of Cancer,473.8,37305,6595354
2015,Texas,All Types of Cancer,414.7,111875,27468531
2015,United States,All Types of Cancer,456.8,1702207,320738994
2015,Utah,All Types of Cancer,411,10617,2983626
2015,Vermont,All Types of Cancer,449.8,3731,625810
2015,Virginia,All Types of Cancer,415.5,39729,8367303
2015,Washington,All Types of Cancer,444.7,36264,7167287
2015,West Virginia,All Types of Cancer,485.3,12005,1843332
2015,Wisconsin,All Types of Cancer,473.6,33164,5762927
2015,Wyoming,All Types of Cancer,395.3,2663,586389
2016,Alabama,All Types of Cancer,463.2,27561,4866824
2016,Alaska,All Types of Cancer,421.9,2983,742575
2016,Arizona,All Types of Cancer,389.8,32682,6944767
2016,Arkansas,All Types of Cancer,479,17403,2991815
2016,California,All Types of Cancer,404.9,172294,39149186
2016,Colorado,All Types of Cancer,398.1,23821,5543844
2016,Connecticut,All Types of Cancer,476.6,21568,3579830
2016,Delaware,All Types of Cancer,495.3,6094,949989
2016,District of Columbia,All Types of Cancer,404.1,2750,687576
2016,Florida,All Types of Cancer,473.9,134841,20627237
2016,Georgia,All Types of Cancer,476.8,52866,10308442
2016,Hawaii,All Types of Cancer,419.2,7484,1428885
2016,Idaho,All Types of Cancer,453.7,8642,1684036
2016,Illinois,All Types of Cancer,472.5,70291,12821709
2016,Indiana,All Types of Cancer,474.1,36678,6637898
2016,Iowa,All Types of Cancer,490.3,18812,3133210
2016,Kansas,All Types of Cancer,459.7,15371,2912977
2016,Kentucky,All Types of Cancer,520,27694,4440306
2016,Louisiana,All Types of Cancer,478.7,25752,4681346
2016,Maine,All Types of Cancer,479.4,9042,1332348
2016,Maryland,All Types of Cancer,454.6,31842,6007014
2016,Massachusetts,All Types of Cancer,472.1,39266,6827280
2016,Michigan,All Types of Cancer,461.7,57045,9954117
2016,Minnesota,All Types of Cancer,467.7,30406,5525360
2016,Mississippi,All Types of Cancer,480.5,16784,2990595
2016,Missouri,All Types of Cancer,454.2,33783,6091384
2016,Montana,All Types of Cancer,471.1,6402,1042137
2016,Nebraska,All Types of Cancer,469.5,10322,1906483
2016,Nevada,All Types of Cancer,401.8,13576,2919555
2016,New Hampshire,All Types of Cancer,492.2,8655,1343694
2016,New Jersey,All Types of Cancer,490.3,52799,8873584
2016,New Mexico,All Types of Cancer,381.9,9664,2092555
2016,New York,All Types of Cancer,485.6,114878,19636391
2016,North Carolina,All Types of Cancer,473.6,57197,10161802
2016,North Dakota,All Types of Cancer,460.3,3863,756114
2016,Ohio,All Types of Cancer,468.4,67490,11640060
2016,Oklahoma,All Types of Cancer,453.7,20465,3928143
2016,Oregon,All Types of Cancer,432.9,22040,4093271
2016,Pennsylvania,All Types of Cancer,488.4,81068,12788468
2016,Puerto Rico,All Types of Cancer,362.2,16109,3406672
2016,Rhode Island,All Types of Cancer,474.9,6313,1057816
2016,South Carolina,All Types of Cancer,454.7,28203,4963031
2016,South Dakota,All Types of Cancer,467.6,4790,863693
2016,Tennessee,All Types of Cancer,470.4,37791,6651277
2016,Texas,All Types of Cancer,412.6,114503,27914064
2016,United States,All Types of Cancer,453.9,1725893,323071755
2016,Utah,All Types of Cancer,400,10711,3044241
2016,Vermont,All Types of Cancer,458.6,3821,624366
2016,Virginia,All Types of Cancer,418.9,40879,8417651
2016,Washington,All Types of Cancer,452.7,38017,7299961
2016,West Virginia,All Types of Cancer,483.1,11993,1832435
2016,Wisconsin,All Types of Cancer,475.6,33897,5775170
2016,Wyoming,All Types of Cancer,405.8,2801,585243
2017,Alabama,All Types of Cancer,451.7,27430,4877989
2017,Alaska,All Types of Cancer,415.7,3006,740983
2017,Arizona,All Types of Cancer,389.3,33750,7048088
2017,Arkansas,All Types of Cancer,478,17710,3003855
2017,California,All Types of Cancer,403,174944,39337785
2017,Colorado,All Types of Cancer,399.8,24590,5617421
2017,Connecticut,All Types of Cancer,473,21679,3575324
2017,Delaware,All Types of Cancer,459.7,5794,957942
2017,District of Columbia,All Types of Cancer,439.6,2986,697079
2017,Florida,All Types of Cancer,457.1,134021,20977089
2017,Georgia,All Types of Cancer,468.8,53541,10417031
2017,Hawaii,All Types of Cancer,423.4,7656,1425763
2017,Idaho,All Types of Cancer,452.3,8941,1719745
2017,Illinois,All Types of Cancer,467.7,70553,12779893
2017,Indiana,All Types of Cancer,474.2,37421,6662068
2017,Iowa,All Types of Cancer,491.7,19135,3143734
2017,Kansas,All Types of Cancer,465.4,15814,2910892
2017,Kentucky,All Types of Cancer,518.5,28163,4455590
2017,Louisiana,All Types of Cancer,480.9,26277,4673673
2017,Maine,All Types of Cancer,478.8,9203,1335743
2017,Maryland,All Types of Cancer,455.5,32681,6028186
2017,Massachusetts,All Types of Cancer,464.3,39435,6863560
2017,Michigan,All Types of Cancer,443.7,55808,9976752
2017,Minnesota,All Types of Cancer,487.8,32263,5569283
2017,Mississippi,All Types of Cancer,477.5,17012,2990674
2017,Missouri,All Types of Cancer,463.5,35204,6111382
2017,Montana,All Types of Cancer,479.8,6602,1053862
2017,Nebraska,All Types of Cancer,475.2,10562,1916998
2017,Nevada,All Types of Cancer,418.3,14558,2972097
2017,New Hampshire,All Types of Cancer,485.5,8727,1350395
2017,New Jersey,All Types of Cancer,491.3,53840,8888147
2017,New Mexico,All Types of Cancer,376.8,9667,2092844
2017,New York,All Types of Cancer,488.3,116929,19593849
2017,North Carolina,All Types of Cancer,472.1,58788,10275758
2017,North Dakota,All Types of Cancer,466.6,3974,756755
2017,Ohio,All Types of Cancer,470.6,68970,11665706
2017,Oklahoma,All Types of Cancer,443.5,20393,3933602
